filename, language, JavaScript, Vue.js, wxml, TypeScript, JSON, CSS, wxs, comment, blank, total
components/vant/collapse/index.d.ts, TypeScript, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2
components/vant/collapse/index.js, JavaScript, 50, 0, 0, 0, 0, 0, 0, 0, 1, 51
components/vant/collapse/index.json, JSON, 0, 0, 0, 0, 3, 0, 0, 0, 1, 4
components/vant/collapse/index.wxml, wxml, 0, 0, 3, 0, 0, 0, 0, 0, 1, 4
components/vant/collapse/index.wxss, CSS, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1
components/vant/common/color.d.ts, TypeScript, 0, 0, 0, 3, 0, 0, 0, 0, 1, 4
components/vant/common/color.js, JavaScript, 3, 0, 0, 0, 0, 0, 0, 0, 1, 4
components/vant/common/component.d.ts, TypeScript, 0, 0, 0, 2, 0, 0, 0, 0, 1, 3
components/vant/common/component.js, JavaScript, 44, 0, 0, 0, 0, 0, 0, 4, 1, 49
components/vant/common/index.wxss, CSS, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1
components/vant/common/style/clearfix.wxss, CSS, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1
components/vant/common/style/ellipsis.wxss, CSS, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1
components/vant/common/style/hairline.wxss, CSS, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1
components/vant/common/style/mixins/clearfix.wxss, CSS, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
components/vant/common/style/mixins/ellipsis.wxss, CSS, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
components/vant/common/style/mixins/hairline.wxss, CSS, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
components/vant/common/style/var.wxss, CSS, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
components/vant/common/utils.d.ts, TypeScript, 0, 0, 0, 5, 0, 0, 0, 0, 1, 6
components/vant/common/utils.js, JavaScript, 14, 0, 0, 0, 0, 0, 0, 0, 1, 15
components/vant/datetime-picker/index.d.ts, TypeScript, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2
components/vant/datetime-picker/index.js, JavaScript, 277, 0, 0, 0, 0, 0, 0, 3, 1, 281
components/vant/datetime-picker/index.json, JSON, 0, 0, 0, 0, 6, 0, 0, 0, 1, 7
components/vant/datetime-picker/index.wxml, wxml, 0, 0, 16, 0, 0, 0, 0, 0, 1, 17
components/vant/datetime-picker/index.wxss, CSS, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1
components/vant/dialog/dialog.d.ts, TypeScript, 0, 0, 0, 43, 0, 0, 0, 0, 1, 44
components/vant/dialog/dialog.js, JavaScript, 59, 0, 0, 0, 0, 0, 0, 0, 1, 60
components/vant/dialog/index.d.ts, TypeScript, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2
components/vant/dialog/index.js, JavaScript, 96, 0, 0, 0, 0, 0, 0, 1, 1, 98
components/vant/dialog/index.json, JSON, 0, 0, 0, 0, 7, 0, 0, 0, 1, 8
components/vant/dialog/index.wxml, wxml, 0, 0, 60, 0, 0, 0, 0, 0, 5, 65
components/vant/dialog/index.wxss, CSS, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1
components/vant/field/index.d.ts, TypeScript, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2
components/vant/field/index.js, JavaScript, 130, 0, 0, 0, 0, 0, 0, 1, 1, 132
components/vant/field/index.json, JSON, 0, 0, 0, 0, 7, 0, 0, 0, 0, 7
components/vant/field/index.wxml, wxml, 0, 0, 84, 0, 0, 0, 0, 0, 2, 86
components/vant/field/index.wxss, CSS, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1
components/vant/goods-action-button/index.d.ts, TypeScript, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2
components/vant/goods-action-button/index.js, JavaScript, 22, 0, 0, 0, 0, 0, 0, 0, 1, 23
components/vant/goods-action-button/index.json, JSON, 0, 0, 0, 0, 6, 0, 0, 0, 1, 7
components/vant/goods-action-button/index.wxml, wxml, 0, 0, 27, 0, 0, 0, 0, 0, 1, 28
components/vant/goods-action-button/index.wxss, CSS, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1
components/vant/goods-action-icon/index.d.ts, TypeScript, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2
components/vant/goods-action-icon/index.js, JavaScript, 21, 0, 0, 0, 0, 0, 0, 0, 1, 22
components/vant/goods-action-icon/index.json, JSON, 0, 0, 0, 0, 7, 0, 0, 0, 1, 8
components/vant/goods-action-icon/index.wxml, wxml, 0, 0, 35, 0, 0, 0, 0, 0, 1, 36
components/vant/goods-action-icon/index.wxss, CSS, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1
components/vant/goods-action/index.d.ts, TypeScript, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2
components/vant/goods-action/index.js, JavaScript, 5, 0, 0, 0, 0, 0, 0, 0, 1, 6
components/vant/goods-action/index.json, JSON, 0, 0, 0, 0, 3, 0, 0, 0, 1, 4
components/vant/goods-action/index.wxml, wxml, 0, 0, 4, 0, 0, 0, 0, 0, 2, 6
components/vant/goods-action/index.wxss, CSS, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1
components/vant/icon/index.d.ts, TypeScript, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2
components/vant/icon/index.js, JavaScript, 19, 0, 0, 0, 0, 0, 0, 0, 1, 20
components/vant/icon/index.json, JSON, 0, 0, 0, 0, 6, 0, 0, 0, 1, 7
components/vant/icon/index.wxml, wxml, 0, 0, 17, 0, 0, 0, 0, 0, 2, 19
components/vant/icon/index.wxss, CSS, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1
components/vant/info/index.d.ts, TypeScript, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2
components/vant/info/index.js, JavaScript, 7, 0, 0, 0, 0, 0, 0, 0, 1, 8
components/vant/info/index.json, JSON, 0, 0, 0, 0, 3, 0, 0, 0, 1, 4
components/vant/info/index.wxml, wxml, 0, 0, 5, 0, 0, 0, 0, 0, 1, 6
components/vant/info/index.wxss, CSS, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1
components/vant/loading/index.d.ts, TypeScript, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2
components/vant/loading/index.js, JavaScript, 17, 0, 0, 0, 0, 0, 0, 0, 1, 18
components/vant/loading/index.json, JSON, 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
components/vant/loading/index.wxml, wxml, 0, 0, 16, 0, 0, 0, 0, 0, 1, 17
components/vant/loading/index.wxss, CSS, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1
components/vant/mixins/basic.d.ts, TypeScript, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2
components/vant/mixins/basic.js, JavaScript, 22, 0, 0, 0, 0, 0, 0, 0, 1, 23
components/vant/mixins/button.d.ts, TypeScript, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2
components/vant/mixins/button.js, JavaScript, 18, 0, 0, 0, 0, 0, 0, 0, 1, 19
components/vant/mixins/link.d.ts, TypeScript, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2
components/vant/mixins/link.js, JavaScript, 17, 0, 0, 0, 0, 0, 0, 0, 1, 18
components/vant/mixins/observer/behavior.d.ts, TypeScript, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2
components/vant/mixins/observer/behavior.js, JavaScript, 46, 0, 0, 0, 0, 0, 0, 1, 1, 48
components/vant/mixins/observer/index.d.ts, TypeScript, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2
components/vant/mixins/observer/index.js, JavaScript, 27, 0, 0, 0, 0, 0, 0, 0, 1, 28
components/vant/mixins/observer/props.d.ts, TypeScript, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2
components/vant/mixins/observer/props.js, JavaScript, 22, 0, 0, 0, 0, 0, 0, 0, 1, 23
components/vant/mixins/open-type.d.ts, TypeScript, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2
components/vant/mixins/open-type.js, JavaScript, 25, 0, 0, 0, 0, 0, 0, 0, 1, 26
components/vant/mixins/safe-area.d.ts, TypeScript, 0, 0, 0, 4, 0, 0, 0, 0, 1, 5
components/vant/mixins/safe-area.js, JavaScript, 39, 0, 0, 0, 0, 0, 0, 0, 1, 40
components/vant/mixins/touch.d.ts, TypeScript, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2
components/vant/mixins/touch.js, JavaScript, 27, 0, 0, 0, 0, 0, 0, 0, 1, 28
components/vant/mixins/transition.d.ts, TypeScript, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2
components/vant/mixins/transition.js, JavaScript, 93, 0, 0, 0, 0, 0, 0, 0, 1, 94
components/vant/nav-bar/index.d.ts, TypeScript, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2
components/vant/nav-bar/index.js, JavaScript, 29, 0, 0, 0, 0, 0, 0, 0, 1, 30
components/vant/nav-bar/index.json, JSON, 0, 0, 0, 0, 6, 0, 0, 0, 1, 7
components/vant/nav-bar/index.wxml, wxml, 0, 0, 36, 0, 0, 0, 0, 0, 2, 38
components/vant/nav-bar/index.wxss, CSS, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1
components/vant/notice-bar/index.d.ts, TypeScript, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2
components/vant/notice-bar/index.js, JavaScript, 123, 0, 0, 0, 0, 0, 0, 0, 1, 124
components/vant/notice-bar/index.json, JSON, 0, 0, 0, 0, 6, 0, 0, 0, 0, 6
components/vant/notice-bar/index.wxml, wxml, 0, 0, 32, 0, 0, 0, 0, 0, 4, 36
components/vant/notice-bar/index.wxss, CSS, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1
components/vant/notify/index.d.ts, TypeScript, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2
components/vant/notify/index.js, JavaScript, 45, 0, 0, 0, 0, 0, 0, 0, 1, 46
components/vant/notify/index.json, JSON, 0, 0, 0, 0, 6, 0, 0, 0, 1, 7
components/vant/notify/index.wxml, wxml, 0, 0, 9, 0, 0, 0, 0, 0, 1, 10
